"y","x","w"
7.9541841,-23.074613,0
0,-33.75715,0
0,-28.353107,0
0,-30.693037,0
0,-36.090183,0
1.7642285,-33.15586,0
0,-20.541711,0
2.7362776,-14.267507,0
0,-8.968545,0
0,5.279231,1
0,2.022002,1
0,13.727541,1
0,12.804148,1
0,-0.453705999999997,0
0,19.03271,1
5.6782694,-2.433324,0
0,9.109828,1
0,14.683657,1
0,6.539813,1
0,-2.359148,0
0,5.486025,1
4.0489106,3.981654,1
6.6220779,-0.435009999999998,0
0,7.681262,1
3.5947301,-19.379117,0
0,-1.260465,0
0,-13.074975,0
10.206164,11.344531,1
9.610302,-3.412599,0
4.7174263,-9.898698,0
4.2365403,-25.983217,0
2.231097,-22.498888,0
0,14.261469,1
6.3669934,17.781436,1
0,22.371874,1
0,-10.181886,0
2.4558358,-31.65517,0
5.8251295,2.772013,1
10.563008,20.638545,1
0,7.719492,1
14.683479,-19.776956,0
0,15.679034,1
4.5772877,-5.515176,0
0,-11.742769,0
0,-17.022619,0
0,-0.735363999999997,0
5.8213997,6.290598,1
0,-16.252653,0
2.2936306,4.94620800000001,1
3.4867504,-11.133569,0
0,-14.068849,0
7.257421,8.38653,1
0,-5.64842,0
3.3575075,14.078303,1
0,-9.598909,0
0,3.214491,1
4.2859592,-0.868203999999999,0
0,-2.772321,0
0,14.800196,1
0,-2.890657,0
3.477535,10.099452,1
0,-12.890626,0
0,0.699271000000003,1
0,-6.119958,0
0,0.943083000000001,1
4.6908717,0.0676029999999983,1
13.031863,14.419489,1
1.6098912,-16.139162,0
4.1821756,1.649516,1
0,13.17235,1
8.8806,-1.095441,0
0,-0.257458999999997,0
23.04413,-9.633184,0
10.471204,11.913104,1
0,16.64123,1
0,8.864748,1
0,-3.986471,0
0,-5.585546,0
7.837605,18.615275,1
0,-0.486356000000001,0
0,0.448484999999998,1
3.9895475,-11.91609,0
1.2162639,-4.107934,0
0,1.947257,1
0,5.934481,1
10.332713,11.47037,1
0,-2.657224,0
0,0.669817000000002,1
7.233273,2.835169,1
0,-24.585672,0
0,-26.922349,0
0,-25.313451,0
0,-34.506994,0
0,-16.935956,0
0,-19.492788,0
0,-25.275243,0
0,-20.648393,0
0,-7.719045,0
1.5274872,-37.367136,0
0,-40.334983,0
3.2362459,-9.612573,0
0,-19.1984,0
0,-31.958009,0
0,-17.569643,0
2.401191,-32.006769,0
0,-23.549539,0
0,-2.830816,0
2.0414412,-33.803537,0
0,-18.347196,0
0,-20.1984,0
5.2064352,-22.108507,0
0,-24.454011,0
0,-27.499794,0
0,-39.546108,0
8.966197,-29.958478,0
0,-20.983724,0
0,-10.571252,0
0,-10.512815,0
0,-18.932867,0
0,-22.810441,0
0,-15.995691,0
0,-4.549348,0
0,-7.652498,0
1.5323322,-37.049528,0
0,-27.242738,0
0,-18.618688,0
2.1586616,-34.654426,0
0,-23.369829,0
0,-13.778684,0
6.570734,-25.692148,0
26.136957,-9.085382,0
0,-23.573881,0
0,-23.576406,0
4.3127613,-13.870313,0
0,-13.353998,0
1.5272918,-42.438871,0
9.8850517,-29.901882,0
4.2934422,-42.990879,0
3.6591167,-30.128988,0
22.271715,-22.575895,0
0,-17.055051,0
0,-31.727989,0
4.3146224,-25.222749,0
0,-28.278654,0
5.5063047,-28.972866,0
0,-23.544519,0
8.1446486,-22.653135,0
7.8585463,-8.864267,0
7.9706678,-23.838068,0
0,-21.0617,0
0,-16.686849,0
12.626795,-32.009902,0
0,-17.450147,0
0,-21.252618,0
6.6146317,-3.043241,0
0,-22.37013,0
0,-19.11564,0
0,-23.222414,0
0,-18.785871,0
0,3.396616,1
3.0351777,-27.250699,0
0,-21.61841,0
0,-7.266942,0
0,-22.057622,0
0,-6.809122,0
0,3.779494,1
7.1797819,-22.710248,0
7.1976104,-30.931657,0
0,-26.616796,0
6.4821415,-23.730508,0
7.0219789,-15.269884,0
0,-25.559972,0
0,-7.635217,0
0,-31.084653,0
0,-28.619132,0
5.4585152,-33.565389,0
0,-9.314905,0
0,-1.754323,0
0,-11.369291,0
5.8043361,-29.675205,0
3.49406,-34.598787,0
7.6704764,-33.075683,0
5.3607807,-31.527563,0
0,-12.267427,0
0,-24.747087,0
0,-21.43717,0
14.198495,-2.908361,0
0,-24.998098,0
0,-10.973035,0
19.629011,-16.50123,0
0,-19.555955,0
0,-12.514829,0
0,-16.185674,0
0,-25.885278,0
0,-33.023275,0
0,-13.245988,0
0,0.893720999999999,1
11.115434,-11.542833,0
47.147572,-18.221048,0
0,-10.516328,0
0,-38.753484,0
0,-24.579221,0
0,-24.546442,0
0,-34.900754,0
0,-35.952577,0
0,-31.607889,0
0,-40.728425,0
0,-38.87552,0
0,-29.206441,0
0,-39.180217,0
8.8237886,-39.219244,0
0,-36.405946,0
0,-35.479894,0
2.2628529,-42.18717,0
0,-40.874355,0
0,-27.178934,0
18.24651,-22.752721,0
0,-26.259363,0
0,-42.658792,0
0,-33.467056,0
0,-37.149402,0
0,-28.686241,0
0,-43.311304,0
0,-43.49427,0
0,-26.547266,0
0,-32.166633,0
0,-35.421335,0
0,-37.42136,0
0,-42.827085,0
0,-37.037429,0
0,-31.751626,0
0,-34.729877,0
0,-37.928688,0
0,-42.412574,0
0,-28.477266,0
0,-29.340427,0
0,-32.730298,0
9.1407681,-21.82731,0
0,-25.118211,0
0,-40.706811,0
0,-36.006305,0
2.8733156,-38.704082,0
0,-31.461881,0
0,-38.339841,0
0,-34.218675,0
8.7298126,-39.203214,0
0,-37.64363,0
0,-23.493032,0
0,-40.966806,0
0,-18.992826,0
0,-40.495534,0
0,-22.997682,0
0,-21.78396,0
9.1457834,-39.371561,0
0,-10.606416,0
28.801844,-29.681688,0
3.6559062,-32.058271,0
0,-29.116235,0
0,-22.822973,0
5.2862506,-34.352251,0
0,-18.259046,0
0,-33.339448,0
0,-35.341468,0
0,-27.404922,0
0,-26.233503,0
9.4428711,-26.223012,0
0,-25.758497,0
0,-39.553812,0
0,-33.918451,0
5.1200657,-33.982706,0
0,-42.28482,0
0,-27.083814,0
0,-39.86837,0
0,-26.687314,0
0,-27.617778,0
33.014194,-21.842935,0
0,-29.438653,0
0,-28.730052,0
10.930754,-31.812789,0
0,-33.524683,0
0,-25.055646,0
0,-32.880493,0
0,-37.480253,0
0,-12.993486,0
0,-37.040239,0
0,-35.54766,0
0,-29.68465,0
0,-29.799259,0
0,-35.472709,0
0,-18.673768,0
0,-38.978433,0
0,-21.310396,0
29.459419,-30.713186,0
0,-16.792741,0
0,-37.706052,0
0,-37.304687,0
0,-22.363039,0
0,-21.961431,0
0,-38.382541,0
0,-36.18955,0
0,-28.329956,0
0,-40.538742,0
8.0314837,-35.743833,0
12.354831,-24.801797,0
0,-33.480834,0
0,-21.848127,0
0,-23.52918,0
0,-30.692735,0
0,-32.150733,0
0,-15.938688,0
0,-36.119739,0
12.503126,-38.43428,0
0,-18.828584,0
0,-35.532178,0
0,-29.931798,0
0,-39.356107,0
0,-28.990823,0
0,-28.249662,0
10.665529,-30.464191,0
0,-30.89748,0
2.9090064,-35.950262,0
0,-24.922391,0
0,-36.048536,0
0,-20.25583,0
0,-38.770311,0
0,-21.086336,0
0,-23.738103,0
0,-30.546186,0
0,-17.154203,0
0,-23.011571,0
0,-36.189775,0
15.12173,-30.463636,0
0,-26.690462,0
0,-30.497741,0
0,-34.265563,0
0,-41.539718,0
0,-29.874076,0
13.444474,-43.239651,0
0,-37.705656,0
0,-24.778848,0
0,-40.518743,0
0,-39.693376,0
0,-43.3117,0
0,-40.757831,0
0,-34.15191,0
0,-43.725763,0
2.1737714,-39.170389,0
0,-40.20693,0
1.3302295,-36.425107,0
0,-37.16172,0
3.2716625,-38.299623,0
1.1396877,-41.832015,0
1.7554947,-41.783002,0
1.4357501,-43.522037,0
0.8629294,-40.234371,0
0,-21.489488,0
0,-33.897411,0
0,-22.66654,0
0,-30.720861,0
0,-20.557493,0
2.2299776,-27.234874,0
4.5811667,-35.390375,0
0,-24.039583,0
0,-6.333242,0
114.15525,-14.681119,0
0,-27.682182,0
1.777367,-43.201651,0
0,-22.517122,0
0,-20.341314,0
4.435442,-10.612936,0
0,21.031687,1
0,-38.293634,0
10.166735,-24.180467,0
0,1.820937,1
0,-31.47487,0
3.029844,12.165034,1
1.180317,-29.480152,0
0,0.504401000000001,1
1.5164611,-26.846433,0
0,-18.256662,0
0,-10.453882,0
0,13.578814,1
0,-11.230176,0
0,-26.263765,0
1.7324717,-28.247001,0
2.2721076,-34.795837,0
3.4202888,-42.558979,0
5.1618233,-40.237398,0
1.439719,-41.034618,0
0.82075524,-43.44371,0
0,-43.474722,0
0,-40.30067,0
1.4658887,-35.739051,0
6.3536439,-41.172225,0
4.9923868,-42.230005,0
2.6202018,-35.970897,0
0,-33.399553,0
2.4850278,-28.695657,0
2.0796075,-41.146177,0
0,-39.824199,0
0,-36.066185,0
1.7315418,-42.844009,0
3.6261227,-38.924329,0
2.5160902,-42.014371,0
4.1792045,-32.650733,0
2.0590961,-42.126028,0
3.4268286,-40.112018,0
2.3452158,-40.831731,0
3.2082002,-35.148767,0
2.5740688,-43.584407,0
0,-41.834686,0
1.8852273,-40.711946,0
2.352277,-36.261749,0
1.5631106,-43.539488,0
0,-36.416091,0
0.69869483,-41.985651,0
4.1431885,-32.418384,0
0,-39.008104,0
3.5331943,-42.902383,0
1.1281843,-39.472469,0
2.0599868,-38.895425,0
0,-42.029293,0
0,-43.438639,0
3.1623054,-43.401029,0
2.0384867,-37.542921,0
0,-37.010068,0
1.2302544,-42.192125,0
0,-41.82349,0
5.3847399,-35.810283,0
1.2520816,-35.803424,0
0,-24.301893,0
13.636984,-9.861665,0
0,0.117128999999998,1
0,-3.598608,0
0,-1.954854,0
0,2.21031,1
0,5.679827,1
7.2851782,3.392577,1
0,0.347124999999998,1
1.6285319,-27.733976,0
0,-27.739908,0
4.2991643,-32.18762,0
1.6765302,-23.599649,0
0,-3.885953,0
0,-22.246046,0
0,-3.782972,0
2.1604571,-34.567899,0
0,-18.270162,0
0,-0.528653999999996,0
0,-1.876363,0
0,9.070094,1
5.4059167,-19.467447,0
4.3295665,-1.774675,0
4.6817212,-14.736738,0
0.86347586,-18.03766,0
0,-15.314962,0
0,-15.601396,0
0,-31.446571,0
4.8477798,-25.321023,0
0,3.18281,1
0.86013365,-29.703939,0
5.7141771,-1.255777,0
1.5557988,-36.265718,0
0,0.545126000000003,1
2.6636655,-29.867868,0
0,2.411768,1
0,-2.964654,0
3.5546708,-6.637979,0
6.8572998,14.487093,1
3.9085095,-35.974514,0
3.9172673,1.979319,1
4.0943336,-6.939939,0
5.4851627,-27.616802,0
4.6640701,-25.455308,0
9.8711815,-0.0517129999999995,0
0,4.129496,1
0,8.881571,1
1.392525,-26.936094,0
5.5175457,-8.025503,0
0,-2.217649,0
0,4.201529,1
6.4970927,-21.52947,0
1.9129969,-8.410703,0
0,-22.52614,0
0,-18.983476,0
0,-1.950227,0
7.9579821,-0.812345,0
0,5.29645799999999,1
1.1698369,-34.517232,0
0,-5.507371,0
0,-12.454416,0
2.6408219,-15.956396,0
0,-4.57242,0
4.5390587,-22.77659,0
0,7.844592,1
4.3523202,-18.944067,0
0,-24.558,0
0,-4.94658,0
0,-14.410554,0
5.2773232,3.189967,1
14.210601,2.543314,1
4.014452,-12.141355,0
0,0.164473000000001,1
0,-13.910512,0
1.3142159,-31.581346,0
0,-15.558713,0
3.8352749,6.78083299999999,1
0,-25.24471,0
2.6394277,-30.697935,0
2.1915886,-17.952714,0
0,1.561598,1
0,0.567084000000001,1
0,-28.794752,0
0,-19.877557,0
2.0362036,-23.092313,0
0,2.416537,1
0,-20.215669,0
0,9.427378,1
0,-19.024099,0
2.9947293,-4.825342,0
1.2898676,-27.589048,0
7.392622,8.16313400000001,1
0,-7.436525,0
0,-3.727426,0
2.3126199,-6.230722,0
5.9070234,-8.92069,0
5.461894,-4.653768,0
0,-25.235967,0
0,-1.054365,0
0,-32.441337,0
0,-35.043695,0
0,-20.666101,0
0,-12.683465,0
0,-37.992616,0
25.89332,-35.876094,0
0,-26.085271,0
4.2508874,-40.024499,0
0,-27.895036,0
0,-26.201726,0
0,-25.561548,0
0,-17.833951,0
0,-27.17708,0
0,-18.024003,0
0,-32.82052,0
0,-20.609464,0
0,-13.790315,0
0,-31.938598,0
0,-26.757966,0
0,-13.274236,0
0,-27.131513,0
33.704079,-10.248598,0
0,-23.239465,0
0,-12.813783,0
0,-30.297393,0
0,-21.838907,0
0,-23.880884,0
0,-26.19111,0
0,-23.29767,0
26.406126,-32.705184,0
0,-5.80586,0
0,-28.309371,0
0,-28.453313,0
9.0801783,-35.707849,0
0,-29.895069,0
0,-33.179189,0
0,-27.312875,0
13.664002,-8.42653,0
0,-19.881784,0
0,-8.465066,0
20.504408,4.117198,1
0,-33.685203,0
0,-27.516111,0
0,-38.580722,0
0,-33.023433,0
0,-38.391754,0
0,-36.944036,0
7.7315602,-36.769445,0
1.7436488,-40.717132,0
0,-27.080904,0
0,-38.052101,0
0,-12.099973,0
1.9584035,-40.237565,0
2.5367191,-43.466012,0
3.1681662,-42.459175,0
5.2545848,-26.80824,0
2.553561,-42.611145,0
1.4887599,-35.887268,0
0,-27.420421,0
0,-37.872413,0
0,-35.153867,0
0,-41.798065,0
0.82298428,-43.895562,0
6.6368012,-33.978139,0
1.9987408,-40.09081,0
3.1230481,-35.540935,0
2.1313326,-43.536757,0
0,-38.819021,0
0,-43.279139,0
0,-40.322767,0
1.1942438,-41.545402,0
0,-28.570516,0
1.0909973,-43.940089,0
0,-23.867704,0
0,-33.895858,0
1.3426712,-43.206571,0
3.3722262,-43.480465,0
3.5520194,-32.123281,0
0,-32.565122,0
0,-43.957281,0
0,-24.450666,0
0,-30.280767,0
3.0468297,-23.582532,0
1.8886454,-42.266979,0
3.6250272,-25.69465,0
2.6809652,-42.793184,0
5.4064283,-40.983444,0
1.7215853,-30.749797,0
1.8719405,-43.630229,0
5.7557268,-36.701576,0
6.8222132,-36.973449,0
3.2401257,-42.432571,0
0,-20.212926,0
2.6417985,-37.660469,0
0,-24.460199,0
7.9063883,-29.201639,0
3.8750677,-40.524196,0
1.3507125,-38.177013,0
0,-26.403314,0
2.8870862,-43.469222,0
0,-37.436401,0
0,-31.144279,0
0,-34.840866,0
0,-18.736742,0
0,-39.833806,0
0,-34.480468,0
5.418684,-34.230054,0
3.3100526,-43.980894,0
4.011714,-29.151578,0
5.205893,-41.598442,0
2.3536611,-38.752536,0
1.4056592,-40.822439,0
0,-38.603824,0
3.8027151,-41.38277,0
9.7040272,-13.092023,0
4.3910685,-42.982267,0
3.6497016,-33.511194,0
5.667007,-42.615913,0
2.9677112,-42.088336,0
0,-38.48632,0
0,6.917117,1
21.204411,-32.124057,0
0,-1.215524,0
0,-41.736251,0
0,-25.885705,0
0,-21.005659,0
0,-11.095106,0
0,-16.02194,0
1.8901805,-32.913816,0
2.7564914,-24.270772,0
0,-5.319944,0
0,1.930068,1
0,-38.250144,0
1.8670824,-38.293233,0
20.580366,-6.30195,0
0.99317688,-33.402715,0
0,-15.282644,0
0,-22.383836,0
3.8057542,-24.624601,0
0,-32.428071,0
5.5181546,-4.979085,0
0,-22.559328,0
0,-32.278034,0
0,-35.924661,0
4.4927669,-27.602333,0
3.0287428,-25.639535,0
0,-36.745431,0
0,-23.885976,0
0,-23.797441,0
0,-35.764896,0
0,-1.604085,0
0,-9.019804,0
0,-26.951402,0
0,-17.461267,0
0,-3.705343,0
0,-37.823886,0
0,-31.944189,0
0,-24.079236,0
0,-4.306169,0
8.8886251,-5.702703,0
4.541945,-20.403635,0
0,-21.530672,0
0,-9.350427,0
0,-20.22936,0
2.7974374,0.409368999999998,1
0,0.791978999999998,1
0,-29.827684,0
0,-17.355581,0
0,-22.025094,0
0,-17.505018,0
0,-20.418489,0
0,-31.013072,0
0,-26.936178,0
0,-2.77218,0
1.256476,-39.994544,0
6.5280542,-20.389265,0
3.2899065,-30.975708,0
0,-23.761713,0
8.6184607,-24.2273,0
2.6604943,-30.650962,0
0,-14.830751,0
4.2048607,-24.320955,0
2.2493646,-26.814516,0
0,1.548739,1
0,-23.732042,0
2.4545298,-22.791585,0
8.7584848,-17.125986,0
3.703155,-0.844723999999999,0
0,-34.465696,0
6.065753,-40.574144,0
0,-16.462953,0
1.0516878,-41.039577,0
0,-13.820142,0
2.7689326,-43.45095,0
8.8975887,-30.864494,0
0,-32.720386,0
0,-38.647552,0
0,-42.316612,0
0,-42.266342,0
0,-39.003721,0
0,-41.809087,0
0,-43.25423,0
1.9650998,-43.002355,0
2.3207779,-39.304824,0
0,-39.663909,0
2.5689771,-42.701379,0
0,-34.240283,0
1.9079357,-39.746047,0
0,-43.369412,0
0,-40.884525,0
0,-43.849613,0
2.0802131,-42.049404,0
0,-39.99831,0
17.934002,-42.561285,0
2.2435107,-36.397647,0
1.7485574,-39.347406,0
7.852499,-35.677082,0
0,-29.6539,0
0.89271367,-38.315229,0
0,-35.893947,0
0.80532157,-43.507517,0
1.9837859,-33.572778,0
4.9225922,-37.55161,0
0,-37.531906,0
2.8859196,-34.987508,0
1.374854,-32.243562,0
3.2029724,-39.026821,0
0,-38.12961,0
1.2761776,-37.865331,0
0.5607487,-43.26894,0
3.2338912,-42.964269,0
3.0212851,-25.892358,0
0,-35.882564,0
4.1528668,-37.708408,0
8.5389805,-22.644952,0
0,-29.577911,0
0,-25.746591,0
1.3968626,-32.970672,0
5.1423135,-32.572675,0
0,-28.933416,0
1.7946663,-38.919103,0
3.3060803,-43.634183,0
0,-43.344882,0
1.5980184,-35.955015,0
3.020175,-40.098876,0
4.5007539,-41.676689,0
3.9522958,-43.828753,0
0,-35.107337,0
2.0370748,-39.049827,0
0,-40.525768,0
2.5274544,-33.631849,0
0,-34.583786,0
2.4372122,-40.457006,0
0,-37.061731,0
0,-31.58477,0
1.6736681,-35.174333,0
3.5942779,-34.768516,0
0,-26.450376,0
0,-31.841566,0
2.9816923,-36.002338,0
2.7508047,-36.909261,0
0,-38.707254,0
3.6447797,-40.685155,0
1.1785573,-40.947204,0
0,-34.683801,0
0.64308888,-42.230714,0
0,-29.280591,0
0,-34.441877,0
1.1575682,-42.408634,0
0,-14.812089,0
4.177022,-24.731061,0
0,6.889102,1
6.2477684,-24.013067,0
0,3.873858,1
0,-5.997308,0
5.6360254,-9.999399,0
1.0350145,-4.14953,0
9.3344536,11.419779,1
4.6873536,-18.961549,0
0,-15.234621,0
3.465724,-12.445196,0
5.5643659,-2.477937,0
0,11.887393,1
3.3684778,2.853667,1
1.6611296,-5.799329,0
0,2.291159,1
9.2332687,-3.920644,0
12.373175,3.745307,1
0,3.527003,1
0.9672209,-7.573839,0
2.4124289,-1.633474,0
2.0690398,-29.499061,0
3.9878769,-23.057325,0
5.5154157,5.206561,1
2.3294818,-7.395784,0
0,7.362933,1
0,-8.868211,0
4.1311216,-21.412523,0
2.2384384,-19.283391,0
5.3558993,14.121485,1
2.3732677,-25.800973,0
13.253811,2.33108,1
6.0685134,5.28995,1
0,4.631388,1
0,-12.479158,0
2.3809524,-18.983583,0
7.8331022,3.202471,1
0,-29.430002,0
2.8909531,-21.658582,0
6.9681554,-6.320653,0
2.8547935,-22.998453,0
2.287178,-6.660001,0
3.6608582,-19.80787,0
2.4800973,13.260813,1
1.0642147,-20.215044,0
0,-9.398359,0
6.3649673,-32.952568,0
0,-16.896368,0
0,-12.816495,0
0,-27.63961,0
0,-34.418746,0
0,-32.243978,0
0,2.072093,1
0,-39.726266,0
0,-28.8852,0
0,-12.852575,0
0,-16.474893,0
0,-30.993797,0
0,-32.123128,0
0,-7.139894,0
22.197557,-33.211006,0
0,-33.840997,0
0,-16.770387,0
0,-23.616804,0
0,-14.685327,0
0,-15.172094,0
0,-20.051599,0
0,-40.461448,0
0,-14.540334,0
0,-20.410276,0
0,-22.579584,0
0,-33.354732,0
0,-14.652799,0
0,-20.612073,0
0,-6.617418,0
0,-36.842531,0
0,-43.671525,0
13.328002,-13.77279,0
0,-18.957811,0
0,-32.783306,0
0,-12.756261,0
0,-20.056165,0
0,-24.668962,0
0,-31.13359,0
0,-42.817525,0
0,-23.16728,0
0,-22.823266,0
0,-18.949686,0
0,-14.921293,0
0,-20.925714,0
0,-34.10707,0
0,-4.957918,0
0,-13.333032,0
1.0835645,-42.382154,0
0,-24.264627,0
0,-42.92209,0
0,-29.546674,0
0,-30.545455,0
0,-13.269941,0
0,-26.670927,0
6.2869358,4.284552,1
12.987013,-17.845224,0
0,-43.479415,0
0,-25.298254,0
0,6.049349,1
0,-30.306301,0
14.522219,-19.119989,0
0,-30.9361,0
0,-34.375177,0
0,-30.491127,0
0,-20.106443,0
3.746511,-31.676887,0
4.2753315,-20.683019,0
0,-17.862089,0
0,8.48736,1
1.65898,-26.801157,0
1.7016352,-21.972005,0
0,1.40000000001805e-05,1
0,-13.62364,0
0,-9.348588,0
0,-18.421888,0
5.2015605,-21.006853,0
0,-6.711629,0
0,7.316912,1
0,7.147883,1
3.904115,-0.956499000000001,0
0,-24.302179,0
0,-1.989034,0
4.1035743,4.777564,1
1.3962464,-33.291505,0
0,-5.531732,0
0,-5.042802,0
0,-16.431238,0
0,-7.428983,0
8.0791759,17.797434,1
0,13.653086,1
3.6888118,-16.926179,0
2.4389648,-10.445661,0
0,-8.386907,0
6.6979237,-3.706487,0
4.4334102,-15.43799,0
0,6.411532,1
0,-23.947591,0
0.4263047,-30.911291,0
0,12.705035,1
0,8.092165,1
5.5580258,0.167791999999999,1
0,-10.607145,0
10.098969,9.30114200000001,1
5.7636886,-3.898168,0
0,-16.095499,0
0,-10.807024,0
0,0.310403999999998,1
0,-14.871103,0
0,9.48958099999999,1
0,-18.778581,0
8.4595213,3.530402,1
0.42008686,-29.770177,0
13.93534,7.572756,1
0,8.387644,1
0,-16.524595,0
0,-4.147977,0
4.7746372,-13.287752,0
4.421062,-23.213041,0
5.5673089,-15.102102,0
0,-0.609037000000001,0
0,-2.972997,0
0,-14.177743,0
0,-10.712694,0
0,-16.628236,0
0,-21.708711,0
0,6.18104,1
3.9655788,-3.768449,0
0,-22.773973,0
0,-16.024641,0
0,6.66603300000001,1
0,-16.942743,0
0,4.89516699999999,1
0,-1.093664,0
0,2.771193,1
0,-17.391885,0
0,-9.406679,0
0,-7.173742,0
0,-23.462881,0
0,-16.283063,0
0,-22.69378,0
0,10.204585,1
0,-7.431497,0
3.0413625,-9.221517,0
2.6185894,-26.221143,0
8.410429,-12.099477,0
0,-3.062631,0
0,-29.906448,0
1.2699542,-18.262285,0
0,-0.697010999999996,0
0,-9.683835,0
0,-21.509168,0
0,-3.84168,0
0,4.456843,1
0,-12.592977,0
0,-23.528966,0
0,-1.286642,0
0,-13.673223,0
0,-4.594789,0
3.9010689,-18.316972,0
8.4160919,-20.112642,0
7.1517968,-12.869321,0
6.833168,-24.234117,0
0,-23.317052,0
0,-39.237129,0
0,-42.687013,0
8.3015108,-4.770895,0
7.7243938,-12.403158,0
0,-26.724973,0
0,-19.438184,0
0,-3.555078,0
30.275507,-30.424251,0
4.0950041,-12.749948,0
4.4553685,-25.49521,0
2.2201314,-24.436506,0
0,-20.990594,0
0,-31.898401,0
0,-17.816835,0
0,-20.351163,0
2.0738571,-36.397874,0
1.6574677,-19.643136,0
0,-14.2395,0
0,-22.644586,0
0,-6.125841,0
0,-22.614553,0
0,-5.836465,0
0,-25.656938,0
0,-5.007833,0
0,-25.025171,0
0,-26.42307,0
1.2835763,-0.161695000000002,0
0,-11.142454,0
0,-40.879575,0
4.1077886,-13.629301,0
0,-25.923654,0
12.168411,-27.579513,0
0,-9.445177,0
0,-25.686494,0
0,-35.17398,0
0,-28.00444,0
0,-38.33097,0
0,-19.234197,0
1.4793228,-25.610261,0
0,-20.537561,0
0,-17.348344,0
0,-27.078344,0
0,-17.177343,0
0,-19.262987,0
0,-29.396314,0
0,-21.90254,0
0,-11.338384,0
0,-32.991825,0
11.55268,-20.046113,0
0,-18.41863,0
0,-33.413888,0
2.5080442,-40.395296,0
0,-24.207891,0
0,-23.661146,0
0,-6.25414,0
3.477263,-33.057781,0
0,-7.912664,0
0,-16.957021,0
0,9.209437,1
0,-24.896596,0
0,-2.85856,0
0,-20.174745,0
2.8237154,-41.511192,0
0,-22.300004,0
3.8109031,-19.850667,0
2.001385,-29.693433,0
0,-23.440519,0
7.6775432,-1.786668,0
0,-11.270425,0
0,-6.6984,0
0,-24.960985,0
0,-28.585823,0
0,-18.488191,0
0.81925577,-14.417932,0
0,-13.067274,0
0,-2.401788,0
6.2111802,3.136401,1
0,-36.220926,0
2.9606647,-33.150049,0
0,-33.610895,0
0,-24.996789,0
0,-42.460931,0
0,-7.329652,0
13.419216,-4.165815,0
2.8935184,-28.739976,0
0,-28.573627,0
0,3.102713,1
4.8837662,-16.593133,0
2.7362776,-26.586023,0
0,-19.097082,0
0,-13.568517,0
0,-20.409891,0
2.6821876,-24.331029,0
2.2090225,-37.750072,0
4.3723493,-13.119138,0
0,-22.154031,0
0,-8.995359,0
0,-38.297273,0
9.9370651,-12.040002,0
2.1852875,5.848971,1
0,-10.551485,0
0,-27.736532,0
0,-25.168119,0
5.009769,-15.908777,0
0,5.82899,1
0,-39.2695,0
0,-21.608404,0
4.669188,-23.068258,0
0,-35.659439,0
0,-34.309331,0
0,-19.980188,0
0,-14.196817,0
0,-17.645559,0
2.9250884,-36.714151,0
0,13.212534,1
2.6262574,-8.514421,0
0,-34.104745,0
0,-27.966382,0
8.4609528,-3.980463,0
3.0258102,-15.022714,0
0,-24.289758,0
0,18.184062,1
0,-29.465314,0
0,-27.77692,0
0,-23.60721,0
0,-20.226591,0
0,-7.443643,0
3.1573629,-15.483224,0
0,-18.789884,0
0,-13.196554,0
0,-22.886102,0
0,-18.566106,0
0,5.700549,1
0,-5.669336,0
0,-5.756353,0
0,7.217387,1
2.4102774,-15.245382,0
7.1403069,-4.130247,0
0,-36.687322,0
0,-9.231222,0
0,-23.138021,0
0,-36.876972,0
1.6704624,-34.092752,0
0,-21.027994,0
0,-19.683454,0
2.2841132,-28.319255,0
0,-13.992921,0
31.87759,-3.750753,0
0,-0.343656000000003,0
0,-33.505653,0
0,-18.177991,0
3.1534798,-18.094861,0
0,9.355853,1
0,-10.114053,0
0,-15.232599,0
2.7379632,-43.269939,0
0,-10.128705,0
36.44315,-17.385408,0
12.517211,-22.638513,0
0,-23.178823,0
0.88758707,-15.424161,0
7.9396586,-22.324495,0
73.529411,-23.42867,0
6.1841006,-10.855569,0
3.658849,-13.427213,0
7.8945289,-0.518236000000002,0
0,-34.029418,0
1.1349922,-22.461439,0
0,-38.335554,0
1.2611613,-35.485361,0
5.0248733,-26.326696,0
0,-14.332746,0
0,-30.258672,0
8.19135,-33.845731,0
0,-29.642436,0
5.3098283,-3.347635,0
4.7860055,-41.145088,0
0,-6.314565,0
0,-6.167131,0
0,-40.490831,0
0,-2.097234,0
0,-1.730028,0
0,-21.072038,0
0,-17.855802,0
0,-40.536428,0
0,0.223742000000001,1
8.8880987,-17.621637,0
0,-22.196752,0
0,-17.148698,0
0,-2.080461,0
0,6.374491,1
0,6.598567,1
0,-6.830049,0
0,-16.616277,0
0,-28.526411,0
0,-38.049892,0
0,-34.780651,0
5.3861899,-4.710504,0
1.8673787,-26.569517,0
0,-13.389432,0
0,21.511645,1
25.943703,-34.145839,0
0,-35.366624,0
0,-30.277687,0
0,-26.187929,0
0,-31.880565,0
3.5396013,-39.314956,0
2.2002442,-38.76552,0
0,-16.489679,0
6.820817,-30.562009,0
0,-37.01202,0
0,-22.050825,0
2.9168551,-29.062381,0
1.8896329,-29.889226,0
0,-3.850664,0
16.380016,-4.57789,0
4.3125753,-17.421873,0
0,-37.555904,0
4.5825315,-12.476564,0
0,-15.013349,0
